날짜,역명,Passengers,Weekend,Post,Year,Date
2021-03-05,삼각지,3303,0,0,2021,1990-03-05
2021-03-05,신용산,7313,0,0,2021,1990-03-05
2021-03-08,녹사평(용산구청),1174,0,0,2021,1990-03-08
2021-03-08,삼각지,3014,0,0,2021,1990-03-08
2021-03-08,신용산,7600,0,0,2021,1990-03-08
2021-03-09,녹사평(용산구청),1238,0,0,2021,1990-03-09
2021-03-09,삼각지,3327,0,0,2021,1990-03-09
2021-03-09,신용산,7803,0,0,2021,1990-03-09
2021-03-10,녹사평(용산구청),1261,0,0,2021,1990-03-10
2021-03-10,삼각지,3181,0,0,2021,1990-03-10
2021-03-10,신용산,7566,0,0,2021,1990-03-10
2021-03-11,녹사평(용산구청),1316,0,0,2021,1990-03-11
2021-03-11,삼각지,3210,0,0,2021,1990-03-11
2021-03-11,신용산,7658,0,0,2021,1990-03-11
2021-03-12,녹사평(용산구청),1267,0,0,2021,1990-03-12
2021-03-12,삼각지,3120,0,0,2021,1990-03-12
2021-03-12,신용산,6347,0,0,2021,1990-03-12
2021-03-15,녹사평(용산구청),1206,0,0,2021,1990-03-15
2021-03-15,삼각지,3104,0,0,2021,1990-03-15
2021-03-15,신용산,7594,0,0,2021,1990-03-15
2021-03-16,녹사평(용산구청),1252,0,0,2021,1990-03-16
2021-03-16,삼각지,3219,0,0,2021,1990-03-16
2021-03-16,신용산,7698,0,0,2021,1990-03-16
2021-03-17,녹사평(용산구청),1261,0,0,2021,1990-03-17
2021-03-17,삼각지,3321,0,0,2021,1990-03-17
2021-03-17,신용산,7594,0,0,2021,1990-03-17
2021-03-18,녹사평(용산구청),1252,0,0,2021,1990-03-18
2021-03-18,삼각지,3230,0,0,2021,1990-03-18
2021-03-18,신용산,7757,0,0,2021,1990-03-18
2021-03-19,녹사평(용산구청),1225,0,0,2021,1990-03-19
2021-03-19,삼각지,3294,0,0,2021,1990-03-19
2021-03-19,신용산,7165,0,0,2021,1990-03-19
2021-03-22,녹사평(용산구청),1244,0,0,2021,1990-03-22
2021-03-22,삼각지,3200,0,0,2021,1990-03-22
2021-03-22,신용산,7789,0,0,2021,1990-03-22
2021-03-23,녹사평(용산구청),1259,0,0,2021,1990-03-23
2021-03-23,삼각지,3337,0,0,2021,1990-03-23
2021-03-23,신용산,7852,0,0,2021,1990-03-23
2021-03-24,녹사평(용산구청),1267,0,0,2021,1990-03-24
2021-03-24,삼각지,3184,0,0,2021,1990-03-24
2021-03-24,신용산,7747,0,0,2021,1990-03-24
2021-03-25,녹사평(용산구청),1276,0,0,2021,1990-03-25
2021-03-25,삼각지,3273,0,0,2021,1990-03-25
2021-03-25,신용산,7638,0,0,2021,1990-03-25
2021-03-26,녹사평(용산구청),1276,0,0,2021,1990-03-26
2021-03-26,삼각지,3078,0,0,2021,1990-03-26
2021-03-26,신용산,7097,0,0,2021,1990-03-26
2021-03-29,녹사평(용산구청),1283,0,0,2021,1990-03-29
2021-03-29,삼각지,3177,0,0,2021,1990-03-29
2021-03-29,신용산,7150,0,0,2021,1990-03-29
2021-03-30,녹사평(용산구청),1273,0,0,2021,1990-03-30
2021-03-30,삼각지,3350,0,0,2021,1990-03-30
2021-03-30,신용산,7352,0,0,2021,1990-03-30
2021-03-31,녹사평(용산구청),1307,0,0,2021,1990-03-31
2021-03-31,삼각지,3385,0,0,2021,1990-03-31
2021-03-31,신용산,7497,0,0,2021,1990-03-31
2021-04-01,녹사평(용산구청),1264,0,0,2021,1990-04-01
2021-04-01,삼각지,3361,0,0,2021,1990-04-01
2021-04-01,신용산,7312,0,0,2021,1990-04-01
2021-04-02,녹사평(용산구청),1232,0,0,2021,1990-04-02
2021-04-02,삼각지,3174,0,0,2021,1990-04-02
2021-04-02,신용산,6564,0,0,2021,1990-04-02
2021-04-05,녹사평(용산구청),1266,0,0,2021,1990-04-05
2021-04-05,삼각지,3114,0,0,2021,1990-04-05
2021-04-05,신용산,7464,0,0,2021,1990-04-05
2021-04-06,녹사평(용산구청),1317,0,0,2021,1990-04-06
2021-04-06,삼각지,3306,0,0,2021,1990-04-06
2021-04-06,신용산,7596,0,0,2021,1990-04-06
2021-04-07,녹사평(용산구청),1200,0,0,2021,1990-04-07
2021-04-07,삼각지,3296,0,0,2021,1990-04-07
2021-04-07,신용산,7501,0,0,2021,1990-04-07
2021-04-08,녹사평(용산구청),1275,0,0,2021,1990-04-08
2021-04-08,삼각지,3335,0,0,2021,1990-04-08
2021-04-08,신용산,7580,0,0,2021,1990-04-08
2021-04-09,녹사평(용산구청),1341,0,0,2021,1990-04-09
2021-04-09,삼각지,3148,0,0,2021,1990-04-09
2021-04-09,신용산,6827,0,0,2021,1990-04-09
2021-04-12,녹사평(용산구청),1289,0,0,2021,1990-04-12
2021-04-12,삼각지,3227,0,0,2021,1990-04-12
2021-04-12,신용산,7565,0,0,2021,1990-04-12
2021-04-13,녹사평(용산구청),1262,0,0,2021,1990-04-13
2021-04-13,삼각지,3371,0,0,2021,1990-04-13
2021-04-13,신용산,7601,0,0,2021,1990-04-13
2021-04-14,녹사평(용산구청),1324,0,0,2021,1990-04-14
2021-04-14,삼각지,3280,0,0,2021,1990-04-14
2021-04-14,신용산,7609,0,0,2021,1990-04-14
2021-04-15,녹사평(용산구청),1283,0,0,2021,1990-04-15
2021-04-15,삼각지,3328,0,0,2021,1990-04-15
2021-04-15,신용산,7563,0,0,2021,1990-04-15
2021-04-16,녹사평(용산구청),1240,0,0,2021,1990-04-16
2021-04-16,삼각지,3167,0,0,2021,1990-04-16
2021-04-16,신용산,6787,0,0,2021,1990-04-16
2021-04-19,녹사평(용산구청),1248,0,0,2021,1990-04-19
2021-04-19,삼각지,3167,0,0,2021,1990-04-19
2021-04-19,신용산,7491,0,0,2021,1990-04-19
2021-04-20,녹사평(용산구청),1287,0,0,2021,1990-04-20
2021-04-20,삼각지,3368,0,0,2021,1990-04-20
2021-04-20,신용산,7594,0,0,2021,1990-04-20
2021-04-21,녹사평(용산구청),1266,0,0,2021,1990-04-21
2021-04-21,삼각지,3284,0,0,2021,1990-04-21
2021-04-21,신용산,7532,0,0,2021,1990-04-21
2021-04-22,녹사평(용산구청),1321,0,0,2021,1990-04-22
2021-04-22,삼각지,3372,0,0,2021,1990-04-22
2021-04-22,신용산,7578,0,0,2021,1990-04-22
2021-04-23,녹사평(용산구청),1308,0,0,2021,1990-04-23
2021-04-23,삼각지,3136,0,0,2021,1990-04-23
2021-04-23,신용산,6975,0,0,2021,1990-04-23
2021-04-26,녹사평(용산구청),1219,0,0,2021,1990-04-26
2021-04-26,삼각지,3209,0,0,2021,1990-04-26
2021-04-26,신용산,7559,0,0,2021,1990-04-26
2021-04-27,녹사평(용산구청),1244,0,0,2021,1990-04-27
2021-04-27,삼각지,3318,0,0,2021,1990-04-27
2021-04-27,신용산,7600,0,0,2021,1990-04-27
2021-04-28,녹사평(용산구청),1283,0,0,2021,1990-04-28
2021-04-28,삼각지,3168,0,0,2021,1990-04-28
2021-04-28,신용산,7604,0,0,2021,1990-04-28
2021-04-29,녹사평(용산구청),1254,0,0,2021,1990-04-29
2021-04-29,삼각지,3184,0,0,2021,1990-04-29
2021-04-29,신용산,7496,0,0,2021,1990-04-29
2021-04-30,녹사평(용산구청),1250,0,0,2021,1990-04-30
2021-04-30,삼각지,3127,0,0,2021,1990-04-30
2021-04-30,신용산,7181,0,0,2021,1990-04-30
2021-05-03,녹사평(용산구청),1251,0,0,2021,1990-05-03
2021-05-03,삼각지,3213,0,0,2021,1990-05-03
2021-05-03,신용산,7175,0,0,2021,1990-05-03
2021-05-04,녹사평(용산구청),1184,0,0,2021,1990-05-04
2021-05-04,삼각지,3265,0,0,2021,1990-05-04
2021-05-04,신용산,7141,0,0,2021,1990-05-04
2021-05-05,녹사평(용산구청),408,0,0,2021,1990-05-05
2021-05-05,삼각지,790,0,0,2021,1990-05-05
2021-05-05,신용산,1414,0,0,2021,1990-05-05
2021-05-06,녹사평(용산구청),1209,0,0,2021,1990-05-06
2021-05-06,삼각지,3239,0,0,2021,1990-05-06
2021-05-06,신용산,7568,0,0,2021,1990-05-06
2021-05-07,녹사평(용산구청),1189,0,0,2021,1990-05-07
2021-05-07,삼각지,3172,0,0,2021,1990-05-07
2021-05-07,신용산,7062,0,0,2021,1990-05-07
2021-05-10,녹사평(용산구청),1257,0,0,2021,1990-05-10
2021-05-10,삼각지,3207,0,0,2021,1990-05-10
2021-05-10,신용산,7914,0,0,2021,1990-05-10
2021-05-11,녹사평(용산구청),1309,0,0,2021,1990-05-11
2021-05-11,삼각지,3358,0,0,2021,1990-05-11
2021-05-11,신용산,7617,0,0,2021,1990-05-11
2021-05-12,녹사평(용산구청),1341,0,0,2021,1990-05-12
2021-05-12,삼각지,3342,0,0,2021,1990-05-12
2021-05-12,신용산,6855,0,0,2021,1990-05-12
2021-05-13,녹사평(용산구청),1313,0,0,2021,1990-05-13
2021-05-13,삼각지,3306,0,0,2021,1990-05-13
2021-05-13,신용산,7709,0,0,2021,1990-05-13
2021-05-14,녹사평(용산구청),1307,0,0,2021,1990-05-14
2021-05-14,삼각지,3338,0,0,2021,1990-05-14
2021-05-14,신용산,7262,0,0,2021,1990-05-14
2021-05-17,녹사평(용산구청),1223,0,0,2021,1990-05-17
2021-05-17,삼각지,3196,0,0,2021,1990-05-17
2021-05-17,신용산,7768,0,0,2021,1990-05-17
2021-05-18,녹사평(용산구청),1209,0,0,2021,1990-05-18
2021-05-18,삼각지,3400,0,0,2021,1990-05-18
2021-05-18,신용산,7782,0,0,2021,1990-05-18
2021-05-19,녹사평(용산구청),504,0,0,2021,1990-05-19
2021-05-19,삼각지,871,0,0,2021,1990-05-19
2021-05-19,신용산,1785,0,0,2021,1990-05-19
2021-05-20,녹사평(용산구청),1249,0,0,2021,1990-05-20
2021-05-20,삼각지,3256,0,0,2021,1990-05-20
2021-05-20,신용산,7744,0,0,2021,1990-05-20
2021-05-21,녹사평(용산구청),1240,0,0,2021,1990-05-21
2021-05-21,삼각지,3369,0,0,2021,1990-05-21
2021-05-21,신용산,7096,0,0,2021,1990-05-21
2021-05-24,녹사평(용산구청),1351,0,0,2021,1990-05-24
2021-05-24,삼각지,3194,0,0,2021,1990-05-24
2021-05-24,신용산,7132,0,0,2021,1990-05-24
2021-05-25,녹사평(용산구청),1313,0,0,2021,1990-05-25
2021-05-25,삼각지,3416,0,0,2021,1990-05-25
2021-05-25,신용산,7052,0,0,2021,1990-05-25
2021-05-26,녹사평(용산구청),1339,0,0,2021,1990-05-26
2021-05-26,삼각지,3231,0,0,2021,1990-05-26
2021-05-26,신용산,7781,0,0,2021,1990-05-26
2021-05-27,녹사평(용산구청),1266,0,0,2021,1990-05-27
2021-05-27,삼각지,3236,0,0,2021,1990-05-27
2021-05-27,신용산,7839,0,0,2021,1990-05-27
2021-05-28,녹사평(용산구청),1272,0,0,2021,1990-05-28
2021-05-28,삼각지,3205,0,0,2021,1990-05-28
2021-05-28,신용산,7053,0,0,2021,1990-05-28
2021-05-31,녹사평(용산구청),1263,0,0,2021,1990-05-31
2021-05-31,삼각지,3214,0,0,2021,1990-05-31
2021-05-31,신용산,7587,0,0,2021,1990-05-31
2021-06-01,녹사평(용산구청),1319,0,0,2021,1990-06-01
2021-06-01,삼각지,3504,0,0,2021,1990-06-01
2021-06-01,신용산,7893,0,0,2021,1990-06-01
2021-06-02,녹사평(용산구청),1288,0,0,2021,1990-06-02
2021-06-02,삼각지,3340,0,0,2021,1990-06-02
2021-06-02,신용산,7491,0,0,2021,1990-06-02
2021-06-03,녹사평(용산구청),1344,0,0,2021,1990-06-03
2021-06-03,삼각지,3297,0,0,2021,1990-06-03
2021-06-03,신용산,7402,0,0,2021,1990-06-03
2021-06-04,녹사평(용산구청),1329,0,0,2021,1990-06-04
2021-06-04,삼각지,3211,0,0,2021,1990-06-04
2021-06-04,신용산,7042,0,0,2021,1990-06-04
2021-06-07,녹사평(용산구청),1310,0,0,2021,1990-06-07
2021-06-07,삼각지,3135,0,0,2021,1990-06-07
2021-06-07,신용산,7651,0,0,2021,1990-06-07
2021-06-08,녹사평(용산구청),1311,0,0,2021,1990-06-08
2021-06-08,삼각지,3314,0,0,2021,1990-06-08
2021-06-08,신용산,6846,0,0,2021,1990-06-08
2021-06-09,녹사평(용산구청),1357,0,0,2021,1990-06-09
2021-06-09,삼각지,3245,0,0,2021,1990-06-09
2021-06-09,신용산,7847,0,0,2021,1990-06-09
2021-06-10,녹사평(용산구청),1339,0,0,2021,1990-06-10
2021-06-10,삼각지,3302,0,0,2021,1990-06-10
2021-06-10,신용산,7696,0,0,2021,1990-06-10
2021-06-11,녹사평(용산구청),1314,0,0,2021,1990-06-11
2021-06-11,삼각지,3083,0,0,2021,1990-06-11
2021-06-11,신용산,7004,0,0,2021,1990-06-11
2021-06-14,녹사평(용산구청),1293,0,0,2021,1990-06-14
2021-06-14,삼각지,3166,0,0,2021,1990-06-14
2021-06-14,신용산,7665,0,0,2021,1990-06-14
2021-06-15,녹사평(용산구청),1326,0,0,2021,1990-06-15
2021-06-15,삼각지,3343,0,0,2021,1990-06-15
2021-06-15,신용산,7495,0,0,2021,1990-06-15
2021-06-16,녹사평(용산구청),1339,0,0,2021,1990-06-16
2021-06-16,삼각지,3221,0,0,2021,1990-06-16
2021-06-16,신용산,6897,0,0,2021,1990-06-16
2021-06-17,녹사평(용산구청),1310,0,0,2021,1990-06-17
2021-06-17,삼각지,3354,0,0,2021,1990-06-17
2021-06-17,신용산,7606,0,0,2021,1990-06-17
2021-06-18,녹사평(용산구청),1276,0,0,2021,1990-06-18
2021-06-18,삼각지,3271,0,0,2021,1990-06-18
2021-06-18,신용산,7327,0,0,2021,1990-06-18
2021-06-21,녹사평(용산구청),1340,0,0,2021,1990-06-21
2021-06-21,삼각지,3184,0,0,2021,1990-06-21
2021-06-21,신용산,7840,0,0,2021,1990-06-21
2021-06-22,녹사평(용산구청),1342,0,0,2021,1990-06-22
2021-06-22,삼각지,3544,0,0,2021,1990-06-22
2021-06-22,신용산,7988,0,0,2021,1990-06-22
2021-06-23,녹사평(용산구청),1392,0,0,2021,1990-06-23
2021-06-23,삼각지,3243,0,0,2021,1990-06-23
2021-06-23,신용산,7766,0,0,2021,1990-06-23
2021-06-24,녹사평(용산구청),1412,0,0,2021,1990-06-24
2021-06-24,삼각지,3396,0,0,2021,1990-06-24
2021-06-24,신용산,7719,0,0,2021,1990-06-24
2021-06-25,녹사평(용산구청),1334,0,0,2021,1990-06-25
2021-06-25,삼각지,3267,0,0,2021,1990-06-25
2021-06-25,신용산,7141,0,0,2021,1990-06-25
2021-06-28,녹사평(용산구청),1279,0,0,2021,1990-06-28
2021-06-28,삼각지,3259,0,0,2021,1990-06-28
2021-06-28,신용산,7724,0,0,2021,1990-06-28
2021-06-29,녹사평(용산구청),1372,0,0,2021,1990-06-29
2021-06-29,삼각지,3389,0,0,2021,1990-06-29
2021-06-29,신용산,7914,0,0,2021,1990-06-29
2021-06-30,녹사평(용산구청),1294,0,0,2021,1990-06-30
2021-06-30,삼각지,3311,0,0,2021,1990-06-30
2021-06-30,신용산,7886,0,0,2021,1990-06-30
2021-07-01,녹사평(용산구청),1362,0,0,2021,1990-07-01
2021-07-01,삼각지,3393,0,0,2021,1990-07-01
2021-07-01,신용산,7858,0,0,2021,1990-07-01
2021-07-02,녹사평(용산구청),1373,0,0,2021,1990-07-02
2021-07-02,삼각지,3346,0,0,2021,1990-07-02
2021-07-02,신용산,7428,0,0,2021,1990-07-02
2021-07-05,녹사평(용산구청),1317,0,0,2021,1990-07-05
2021-07-05,삼각지,3229,0,0,2021,1990-07-05
2021-07-05,신용산,8147,0,0,2021,1990-07-05
2021-07-06,녹사평(용산구청),1359,0,0,2021,1990-07-06
2021-07-06,삼각지,3432,0,0,2021,1990-07-06
2021-07-06,신용산,8125,0,0,2021,1990-07-06
2021-07-07,녹사평(용산구청),1370,0,0,2021,1990-07-07
2021-07-07,삼각지,3529,0,0,2021,1990-07-07
2021-07-07,신용산,7761,0,0,2021,1990-07-07
2021-07-08,녹사평(용산구청),1313,0,0,2021,1990-07-08
2021-07-08,삼각지,3366,0,0,2021,1990-07-08
2021-07-08,신용산,7648,0,0,2021,1990-07-08
2021-07-09,녹사평(용산구청),1361,0,0,2021,1990-07-09
2021-07-09,삼각지,3312,0,0,2021,1990-07-09
2021-07-09,신용산,6954,0,0,2021,1990-07-09
2021-07-12,녹사평(용산구청),1195,0,0,2021,1990-07-12
2021-07-12,삼각지,2968,0,0,2021,1990-07-12
2021-07-12,신용산,5979,0,0,2021,1990-07-12
2021-07-13,녹사평(용산구청),1251,0,0,2021,1990-07-13
2021-07-13,삼각지,3112,0,0,2021,1990-07-13
2021-07-13,신용산,5987,0,0,2021,1990-07-13
2021-07-14,녹사평(용산구청),1216,0,0,2021,1990-07-14
2021-07-14,삼각지,2976,0,0,2021,1990-07-14
2021-07-14,신용산,5886,0,0,2021,1990-07-14
2021-07-15,녹사평(용산구청),1367,0,0,2021,1990-07-15
2021-07-15,삼각지,2954,0,0,2021,1990-07-15
2021-07-15,신용산,5960,0,0,2021,1990-07-15
2021-07-16,녹사평(용산구청),1347,0,0,2021,1990-07-16
2021-07-16,삼각지,2872,0,0,2021,1990-07-16
2021-07-16,신용산,5638,0,0,2021,1990-07-16
2021-07-19,녹사평(용산구청),1289,0,0,2021,1990-07-19
2021-07-19,삼각지,2895,0,0,2021,1990-07-19
2021-07-19,신용산,6052,0,0,2021,1990-07-19
2021-07-20,녹사평(용산구청),1338,0,0,2021,1990-07-20
2021-07-20,삼각지,3006,0,0,2021,1990-07-20
2021-07-20,신용산,6041,0,0,2021,1990-07-20
2021-07-21,녹사평(용산구청),1427,0,0,2021,1990-07-21
2021-07-21,삼각지,2938,0,0,2021,1990-07-21
2021-07-21,신용산,5896,0,0,2021,1990-07-21
2021-07-22,녹사평(용산구청),1298,0,0,2021,1990-07-22
2021-07-22,삼각지,3029,0,0,2021,1990-07-22
2021-07-22,신용산,5999,0,0,2021,1990-07-22
2021-07-23,녹사평(용산구청),1251,0,0,2021,1990-07-23
2021-07-23,삼각지,2897,0,0,2021,1990-07-23
2021-07-23,신용산,5724,0,0,2021,1990-07-23
2021-07-26,녹사평(용산구청),1169,0,0,2021,1990-07-26
2021-07-26,삼각지,2787,0,0,2021,1990-07-26
2021-07-26,신용산,6200,0,0,2021,1990-07-26
2021-07-27,녹사평(용산구청),1207,0,0,2021,1990-07-27
2021-07-27,삼각지,2984,0,0,2021,1990-07-27
2021-07-27,신용산,6017,0,0,2021,1990-07-27
2021-07-28,녹사평(용산구청),1140,0,0,2021,1990-07-28
2021-07-28,삼각지,2894,0,0,2021,1990-07-28
2021-07-28,신용산,5780,0,0,2021,1990-07-28
2021-07-29,녹사평(용산구청),1180,0,0,2021,1990-07-29
2021-07-29,삼각지,2860,0,0,2021,1990-07-29
2021-07-29,신용산,5195,0,0,2021,1990-07-29
2021-07-30,녹사평(용산구청),1133,0,0,2021,1990-07-30
2021-07-30,삼각지,2744,0,0,2021,1990-07-30
2021-07-30,신용산,4862,0,0,2021,1990-07-30
2021-08-02,녹사평(용산구청),1145,0,0,2021,1990-08-02
2021-08-02,삼각지,2726,0,0,2021,1990-08-02
2021-08-02,신용산,5819,0,0,2021,1990-08-02
2021-08-03,녹사평(용산구청),1142,0,0,2021,1990-08-03
2021-08-03,삼각지,3044,0,0,2021,1990-08-03
2021-08-03,신용산,5866,0,0,2021,1990-08-03
2021-08-04,녹사평(용산구청),1190,0,0,2021,1990-08-04
2021-08-04,삼각지,2929,0,0,2021,1990-08-04
2021-08-04,신용산,5847,0,0,2021,1990-08-04
2021-08-05,녹사평(용산구청),1248,0,0,2021,1990-08-05
2021-08-05,삼각지,2963,0,0,2021,1990-08-05
2021-08-05,신용산,6083,0,0,2021,1990-08-05
2021-08-06,녹사평(용산구청),1228,0,0,2021,1990-08-06
2021-08-06,삼각지,2835,0,0,2021,1990-08-06
2021-08-06,신용산,5588,0,0,2021,1990-08-06
2021-08-09,녹사평(용산구청),1278,0,0,2021,1990-08-09
2021-08-09,삼각지,2941,0,0,2021,1990-08-09
2021-08-09,신용산,6276,0,0,2021,1990-08-09
2021-08-10,녹사평(용산구청),1262,0,0,2021,1990-08-10
2021-08-10,삼각지,3058,0,0,2021,1990-08-10
2021-08-10,신용산,6234,0,0,2021,1990-08-10
2021-08-11,녹사평(용산구청),1381,0,0,2021,1990-08-11
2021-08-11,삼각지,3064,0,0,2021,1990-08-11
2021-08-11,신용산,6269,0,0,2021,1990-08-11
2021-08-12,녹사평(용산구청),1295,0,0,2021,1990-08-12
2021-08-12,삼각지,3027,0,0,2021,1990-08-12
2021-08-12,신용산,6112,0,0,2021,1990-08-12
2021-08-13,녹사평(용산구청),1214,0,0,2021,1990-08-13
2021-08-13,삼각지,2789,0,0,2021,1990-08-13
2021-08-13,신용산,5825,0,0,2021,1990-08-13
2021-08-16,녹사평(용산구청),424,0,0,2021,1990-08-16
2021-08-16,삼각지,838,0,0,2021,1990-08-16
2021-08-16,신용산,1768,0,0,2021,1990-08-16
2021-08-17,녹사평(용산구청),1221,0,0,2021,1990-08-17
2021-08-17,삼각지,2943,0,0,2021,1990-08-17
2021-08-17,신용산,6213,0,0,2021,1990-08-17
2021-08-18,녹사평(용산구청),1221,0,0,2021,1990-08-18
2021-08-18,삼각지,3158,0,0,2021,1990-08-18
2021-08-18,신용산,6450,0,0,2021,1990-08-18
2021-08-19,녹사평(용산구청),1254,0,0,2021,1990-08-19
2021-08-19,삼각지,3156,0,0,2021,1990-08-19
2021-08-19,신용산,6385,0,0,2021,1990-08-19
2021-08-20,녹사평(용산구청),1186,0,0,2021,1990-08-20
2021-08-20,삼각지,3063,0,0,2021,1990-08-20
2021-08-20,신용산,6115,0,0,2021,1990-08-20
2021-08-23,녹사평(용산구청),1216,0,0,2021,1990-08-23
2021-08-23,삼각지,2895,0,0,2021,1990-08-23
2021-08-23,신용산,6547,0,0,2021,1990-08-23
2021-08-24,녹사평(용산구청),1245,0,0,2021,1990-08-24
2021-08-24,삼각지,3163,0,0,2021,1990-08-24
2021-08-24,신용산,6557,0,0,2021,1990-08-24
2021-08-25,녹사평(용산구청),1318,0,0,2021,1990-08-25
2021-08-25,삼각지,2952,0,0,2021,1990-08-25
2021-08-25,신용산,6561,0,0,2021,1990-08-25
2021-08-26,녹사평(용산구청),1281,0,0,2021,1990-08-26
2021-08-26,삼각지,2996,0,0,2021,1990-08-26
2021-08-26,신용산,6405,0,0,2021,1990-08-26
2021-08-27,녹사평(용산구청),1240,0,0,2021,1990-08-27
2021-08-27,삼각지,2885,0,0,2021,1990-08-27
2021-08-27,신용산,6065,0,0,2021,1990-08-27
2021-08-30,녹사평(용산구청),1270,0,0,2021,1990-08-30
2021-08-30,삼각지,3014,0,0,2021,1990-08-30
2021-08-30,신용산,6705,0,0,2021,1990-08-30
2021-08-31,녹사평(용산구청),1254,0,0,2021,1990-08-31
2021-08-31,삼각지,3045,0,0,2021,1990-08-31
2021-08-31,신용산,6659,0,0,2021,1990-08-31
2021-09-01,녹사평(용산구청),1299,0,0,2021,1990-09-01
2021-09-01,삼각지,3111,0,0,2021,1990-09-01
2021-09-01,신용산,6776,0,0,2021,1990-09-01
2021-09-02,녹사평(용산구청),1279,0,0,2021,1990-09-02
2021-09-02,삼각지,3119,0,0,2021,1990-09-02
2021-09-02,신용산,6695,0,0,2021,1990-09-02
2021-09-03,녹사평(용산구청),1224,0,0,2021,1990-09-03
2021-09-03,삼각지,3060,0,0,2021,1990-09-03
2021-09-03,신용산,6379,0,0,2021,1990-09-03
2021-09-06,녹사평(용산구청),1261,0,0,2021,1990-09-06
2021-09-06,삼각지,3034,0,0,2021,1990-09-06
2021-09-06,신용산,6855,0,0,2021,1990-09-06
2021-09-07,녹사평(용산구청),1263,0,0,2021,1990-09-07
2021-09-07,삼각지,3134,0,0,2021,1990-09-07
2021-09-07,신용산,6712,0,0,2021,1990-09-07
2021-09-08,녹사평(용산구청),1276,0,0,2021,1990-09-08
2021-09-08,삼각지,3147,0,0,2021,1990-09-08
2021-09-08,신용산,6869,0,0,2021,1990-09-08
2021-09-09,녹사평(용산구청),1253,0,0,2021,1990-09-09
2021-09-09,삼각지,3141,0,0,2021,1990-09-09
2021-09-09,신용산,6879,0,0,2021,1990-09-09
2021-09-10,녹사평(용산구청),1251,0,0,2021,1990-09-10
2021-09-10,삼각지,3047,0,0,2021,1990-09-10
2021-09-10,신용산,6400,0,0,2021,1990-09-10
2021-09-13,녹사평(용산구청),1274,0,0,2021,1990-09-13
2021-09-13,삼각지,2992,0,0,2021,1990-09-13
2021-09-13,신용산,6869,0,0,2021,1990-09-13
2021-09-14,녹사평(용산구청),1256,0,0,2021,1990-09-14
2021-09-14,삼각지,3242,0,0,2021,1990-09-14
2021-09-14,신용산,6940,0,0,2021,1990-09-14
2021-09-15,녹사평(용산구청),1294,0,0,2021,1990-09-15
2021-09-15,삼각지,3100,0,0,2021,1990-09-15
2021-09-15,신용산,6800,0,0,2021,1990-09-15
2021-09-16,녹사평(용산구청),1291,0,0,2021,1990-09-16
2021-09-16,삼각지,3203,0,0,2021,1990-09-16
2021-09-16,신용산,6431,0,0,2021,1990-09-16
2021-09-17,녹사평(용산구청),1244,0,0,2021,1990-09-17
2021-09-17,삼각지,2981,0,0,2021,1990-09-17
2021-09-17,신용산,6041,0,0,2021,1990-09-17
2021-09-20,녹사평(용산구청),240,0,0,2021,1990-09-20
2021-09-20,삼각지,460,0,0,2021,1990-09-20
2021-09-20,신용산,1047,0,0,2021,1990-09-20
2021-09-21,녹사평(용산구청),171,0,0,2021,1990-09-21
2021-09-21,삼각지,283,0,0,2021,1990-09-21
2021-09-21,신용산,508,0,0,2021,1990-09-21
2021-09-22,녹사평(용산구청),263,0,0,2021,1990-09-22
2021-09-22,삼각지,535,0,0,2021,1990-09-22
2021-09-22,신용산,935,0,0,2021,1990-09-22
2021-09-23,녹사평(용산구청),1204,0,0,2021,1990-09-23
2021-09-23,삼각지,2893,0,0,2021,1990-09-23
2021-09-23,신용산,5926,0,0,2021,1990-09-23
2021-09-24,녹사평(용산구청),1270,0,0,2021,1990-09-24
2021-09-24,삼각지,3099,0,0,2021,1990-09-24
2021-09-24,신용산,5775,0,0,2021,1990-09-24
2021-09-27,녹사평(용산구청),1277,0,0,2021,1990-09-27
2021-09-27,삼각지,3237,0,0,2021,1990-09-27
2021-09-27,신용산,6978,0,0,2021,1990-09-27
2021-09-28,녹사평(용산구청),1239,0,0,2021,1990-09-28
2021-09-28,삼각지,3363,0,0,2021,1990-09-28
2021-09-28,신용산,7044,0,0,2021,1990-09-28
2021-09-29,녹사평(용산구청),1320,0,0,2021,1990-09-29
2021-09-29,삼각지,3292,0,0,2021,1990-09-29
2021-09-29,신용산,6874,0,0,2021,1990-09-29
2021-09-30,녹사평(용산구청),1296,0,0,2021,1990-09-30
2021-09-30,삼각지,3237,0,0,2021,1990-09-30
2021-09-30,신용산,6963,0,0,2021,1990-09-30
2021-10-01,녹사평(용산구청),1284,0,0,2021,1990-10-01
2021-10-01,삼각지,2683,0,0,2021,1990-10-01
2021-10-01,신용산,6416,0,0,2021,1990-10-01
2021-10-04,녹사평(용산구청),434,0,0,2021,1990-10-04
2021-10-04,삼각지,874,0,0,2021,1990-10-04
2021-10-04,신용산,1640,0,0,2021,1990-10-04
2021-10-05,녹사평(용산구청),1324,0,0,2021,1990-10-05
2021-10-05,삼각지,3233,0,0,2021,1990-10-05
2021-10-05,신용산,7169,0,0,2021,1990-10-05
2021-10-06,녹사평(용산구청),1324,0,0,2021,1990-10-06
2021-10-06,삼각지,3336,0,0,2021,1990-10-06
2021-10-06,신용산,7267,0,0,2021,1990-10-06
